,artist,album,albumcount,year
27924,Big K.R.I.T.,Live From The Underground,7,2012
28126,Big Sean,Hall Of Fame,7,2013
28168,Big Smo,Bringin It Home (EP),1,2015
28228,Big Tray Deee,The General's List,3,2018
28339,Bilal,A Love Surreal,1,2013
28353,Bilal,Airtight's Revenge,1,2010
28364,Bilal,In Another Life,1,2015
28378,Bill & Gloria Gaither,Bill & Gloria Gaither Present: The Old Rugged Cross,1,2016
28379,Bill & Gloria Gaither,Count Your Blessings,1,2010
28398,Bill & Gloria Gaither,Gaither Homecoming Celebration!,1,2012
28415,Bill & Gloria Gaither,Giving Thanks,1,2010
28464,Bill & Gloria Gaither And Their Homecoming Friends,Alaskan Homecoming: Live From The Gaither Alaskan Cruise,1,2011
28580,Bill & Gloria Gaither And Their Homecoming Friends,God Bless The USA: A Salute To The American Spirit,1,2012
28802,Bill & Gloria Gaither And Their Homecoming Friends,Majesty: Live From The Gaither Alaskan Cruise,1,2011
28880,Bill & Gloria Gaither And Their Homecoming Friends,"Oh, My Glory!",2,2018
29078,Bill Black's Combo,Bill Black's Combo Goes Big Band,3,2014
29100,Bill Black's Combo,Plays Tunes By Chuck Berry,4,2014
29115,Bill Callahan,Dream River,1,2013
29360,Bill Gaither,Bill Gaither,1,2012
29588,Bill Wyman,Stone Alone,5,2015
29726,Billy Childs,Map To The Treasure: Reimagining Laura Nyro,1,2014
29842,Billy Currington,Summer Forever,7,2015
29854,Billy Currington,We Are Tonight,6,2013
29925,Billy F Gibbons,The Big Bad Blues,1,2018
29936,Billy Gibbons And The BFG's,Perfectamundo,1,2015
29983,Billy Gilman,The Voice: The Complete Season 11 Collection,1,2016
30075,Billy Idol,Kings & Queens Of The Underground,2,2014
30139,Billy Joe Shaver,Long In The Tooth,1,2014
30291,Billy Joel,Live At Shea Stadium: The Concert,2,2011
30688,Billy Preston,Wildest Organ In Town!,6,2010
30758,Billy Ray Cyrus,I'm American,1,2011
30965,Billy Talent,Dead Silence,1,2012
31213,Birdy,Beautiful Lies,1,2016
31227,Birdy,Birdy,1,2011
31238,Birdy,Fire Within,2,2013
31252,Bishop Briggs,Church Of Scars,1,2018
31374,Bjork,Biophilia,3,2011
31452,Bjork,Utopia,1,2017
31500,Bjork,Vulnicura,3,2015
31509,Blac Youngsta,223,4,2018
31580,Black Country Communion,Afterglow,2,2012
31592,Black Country Communion,Black Country Communion,2,2010
31619,Black Joe Lewis,Electric Slave,1,2013
31630,Black Joe Lewis & The Honeybears,Scandalous,1,2011
31670,Black Label Society,Catacombs Of The Black Vatican,7,2014
31683,Black Label Society,Grimmest Hits,1,2018
31725,Black Label Society,Order Of The Black,6,2010
31767,Black Label Society,The Song Remains Not The Same,2,2011
31777,Black Label Society,Unblackened,2,2013
31813,Black Lips,Arabia Mountain,1,2011
31829,Black Lips,Underneath The Rainbow,1,2014
31861,Black Milk,Album Of The Year,1,2010
31904,Black Mountain,Wilderness Heart,1,2010
32023,Black Pearl,Black Pearl-Live!,2,2012
32048,Black Rebel Motorcycle Club,Beat The Devil's Tattoo,2,2010
32075,Black Rebel Motorcycle Club,Specter At The Feast,2,2013
32347,Black Stone Cherry,Between The Devil & The Deep Blue Sea,2,2011
32363,Black Stone Cherry,Family Tree,1,2018
32392,Black Stone Cherry,Kentucky,1,2016
32407,Black Stone Cherry,Magic Mountain,3,2014
32420,Black Thought,"Streams Of Thought, Vol. 1 (EP)",1,2018
32440,Black Tide,Post Mortem,1,2011
32452,Black Veil Brides,Black Veil Brides,4,2014
32463,Black Veil Brides,Set The World On Fire,7,2011
32474,Black Veil Brides,Vale,1,2018
32486,Black Veil Brides,We Stitch These Wounds,3,2010
32517,Black Violin,Stereotypes,1,2015
32595,Blackberry Smoke,Find A Light,1,2018
32608,Blackberry Smoke,Holding All The Roses,2,2014
32626,Blackberry Smoke,"Leave A Scar, Live: North Carolina",1,2014
32648,Blackberry Smoke,Like An Arrow,2,2016
32660,Blackberry Smoke,The Whippoorwill,2,2012
32705,Blackjack,Blackjack,7,2019
32769,Blake Mills,Heigh Ho,1,2014
32960,Blanca,Blanca,1,2015
32974,Blaqk Audio,Bright Black Heaven,1,2012
33012,Blaze,Clockwork Gray,1,2015
33026,Blaze Ya Dead Homie,Colton Grundy,1,2015
33042,Blaze Ya Dead Homie,Gang Rags: Reborn,1,2017
33057,Blaze Ya Dead Homie,The Casket Factory,1,2016
33069,Bleachers,Gone Now,1,2017
33116,Bleeding Through,Great Fire,1,2012
33166,Blind Guardian,At The Edge Of Time,1,2010
33176,Blind Guardian,Beyond The Red Mirror,1,2015
33239,Blind Pilot,And Then Like Lions,1,2016
33249,Blind Pilot,We Are The Tide,1,2011
33313,Blink-182,Dogs Eating Dogs (EP),5,2012
33376,Blitzen Trapper,American Goldwing,1,2011
33387,Blitzen Trapper,Destroyer Of The Void,1,2010
33425,Bloc Party,Four,2,2012
33437,Bloc Party,Hymns,1,2016
33510,Blodwyn Pig,Getting To This,5,2018
33549,Blonde Redhead,Barragan,1,2014
33570,Blonde Redhead,Penny Sparkle,1,2010
33595,Blondie,Blondie 4(0)-Ever: Greatest Hits Deluxe Redux / Ghosts Of Download,1,2013
33664,Blondie,Pollinator,1,2017
33693,Blood On The Dance Floor,The Anthem Of The Outcast (EP),1,2017
33702,Blood Orange,Cupid Deluxe,1,2013
33713,Blood Orange,Freetown Sound,2,2016
33730,Blood Orange,Negro Swan,1,2018
34217,Blue October,Any Man In America,4,2011
34285,Blue October,Home,1,2016
34299,Blue October,I Hope You're Happy,1,2018
34312,Blue October,Things We Do At Night (Live From Texas),1,2015
34332,Blue October,Ugly Side: An Acoustic Evening With Blue October,1,2011
34438,Blueface,Famous Cryp,1,2018
34581,Blues Traveler,Suzie Cracks The Whip,1,2012
34710,Blur,The Magic Whip,2,2015
34735,Bo Bice,3,1,2010
34776,Bo Burnham,Words Words Words,2,2010
34815,BoA,BoA,1,2018
34907,BoDeans,mr. sad clown,1,2010
34922,Boards Of Canada,Tomorrow's Harvest,4,2013
35122,Bob Dylan,Bob Dylan Live 1966: The `Royal Albert Hall' Concert,5,2018
35223,Bob Dylan,Fallen Angels,3,2016
35320,Bob Dylan,"More Blood, More Tracks: The Bootleg Series, Vol. 14",2,2018
35599,Bob Dylan,The Essential Bob Dylan (2014),1,2014
35679,Bob Dylan,Triplicate,1,2017
36110,Bob Marley And The Wailers,"Live Forever: September 23, 1980 * Stanley Theatre * Pittsburgh, PA",4,2011
36299,Bob Mould,Beauty & Ruin,2,2014
36323,Bob Mould,Bob Mould,1,2019
36345,Bob Mould,Patch The Sky,1,2016
36357,Bob Mould,Silver Age,2,2012
36399,Bob Schneider,A Perfect Day,1,2011
36411,Bob Schneider,Burden Of Proof,1,2013
36457,Bob Seger,I Knew You When,3,2017
36606,Bob Weir,Blue Mountain,3,2016
36783,Bobby Bones And The Raging Idiots,The Critics Give It 5 Stars,1,2016
36845,Bobby Darin,18 Yellow Roses,5,2010
36858,Bobby Darin,If I Were A Carpenter,5,2015
36979,Bobby Jones,Rejoice With Me!,2,2014
37136,Bobby Shmurda,Shmurda She Wrote (EP),6,2014
37163,Bobby V,Dusk Till Dawn,1,2012
37176,Bobby V,Fly On The Wall,4,2011
37579,Bobby Womack,The Bravest Man In The Universe,1,2012
37617,Body Count,Bloodlust,1,2017
37630,Body Count,Manslaughter,1,2014
37653,Bombay Bicycle Club,"So Long, See You Tomorrow",1,2014
37708,Bon Jovi,"100,000,000 Bon Jovi Fans Can't Be Wrong...",5,2013
37726,Bon Jovi,Burning Bridges,3,2015
37958,Bone Thugs,New Waves,1,2017
38118,Boney James,Contact,2,2011
38128,Boney James,Futuresoul,1,2015
38138,Boney James,Honestly,1,2017
38191,Boney James,The Beat,4,2013
38508,Bonobo,Migration,1,2017
38520,Bonobo,The North Borders.,1,2013
38817,Booker T. Jones,The Road From Memphis,3,2011
38832,Boondox,Abaddon,1,2015
38847,Boondox,Krimson Creek,1,2015
38862,Boondox,South Of Hell,1,2015
38877,Boondox,The Murder,1,2017
38891,Boosie BadAzz,BooPac,1,2017
38916,Boosie BadAzz,Life After Deathrow,2,2014
38934,Boosie BadAzz,Out My Feelings In My Past,1,2016
38952,Boosie BadAzz,Thug Talk,1,2016
38988,Boosie BadAzz And C-Murder,Penitentiary Chances,1,2016
39159,Borgore,#NEWGOREORDER,1,2014
39172,Boris Grebenshikov,Radio Silence,2,2015
39209,Born Of Osiris,Soul Sphere,1,2015
39221,Born Of Osiris,The Discovery,1,2011
39236,Born Of Osiris,Tomorrow We Die Alive,3,2013
39247,Bosnian Rainbows,Bosnian Rainbows,1,2013
39293,Boston,Life Love & Hope,3,2013
39507,Bowling For Soup,Fishin' For Woos,1,2011
39519,Bowling For Soup,Lunch. Drunk. Love.,1,2013
39736,Boyz II Men,Collide,3,2014
39854,Boyz II Men,Twenty,4,2011
39921,Boz Scaggs,A Fool To Care,2,2015
40063,Boz Scaggs,Out Of The Blues,1,2018
40187,Brad Paisley,Love And War,5,2017
40319,Bradley Walker,Call Me Old-Fashioned,1,2016
40345,Braid,No Coast,1,2014
40391,Brand New,Science Fiction,3,2017
40511,Brandi Carlile,"By The Way, I Forgive You",2,2018
40532,Brandi Carlile,The Firewatcher's Daughter,7,2015
40571,Brandi Carlile,XOBC (EP),1,2010
40576,Brandi Carlile With The Seattle Symphony,Live At Benaroya Hall,2,2011
40589,Brandon & Leah,Cronies (EP),1,2013
40594,Brandon Boyd,The Wild Trapeze,2,2010
40614,Brandon Flowers,The Desired Effect,2,2015
40625,Brandon Heath,Leaving Eden,4,2011
40730,Brandy Clark,12 Stories,2,2014
40742,Brandy Clark,Big Day In A Small Town,1,2016
40879,Brass Construction,Conversations,6,2010
41058,Breaking Benjamin,Ember,6,2018
41108,Breaking Benjamin,shaLLow bay: The Best Of Breaking Benjamin,6,2011
41153,Breathe Carolina,Hell Is What You Make It,2,2011
41322,Brendan Benson,What Kind Of World,1,2012
41334,Brendan James,Brendan James,1,2015
41352,Bret Michaels,Custom Built,6,2010
41366,Bret Michaels,Jammin' With Friends,2,2013
41403,Brett Dennen,Loverboy,3,2011
41416,Brett Dennen,Smoke And Mirrors,1,2013
41426,Brett Eldredge,Brett Eldredge,6,2017
41486,Brett Young,Brett Young EP,3,2011
41491,Brett Young,Ticket To L.A.,5,2018
41535,Bri (Briana Babineaux),Keys To My Heart,1,2016
41558,Brian & Jenn Johnson,After All These Years,1,2017
41573,Brian Auger,"Live Oblivion, Vol. 2",4,2015
41609,Brian Courtney Wilson,So Proud,3,2015
41621,Brian Culbertson,Another Long Night Out,1,2014
41654,Brian Culbertson,Dreams,1,2012
41676,Brian Culbertson,XII,1,2010
41699,Brian Eno,The Ship,1,2016
41703,Brian Eno & Hyde,Someday World,1,2014
41714,Brian Fallon,Painkillers,1,2016
41726,Brian Fallon,Sleepwalkers,1,2018
41880,Brian McKnight,Just Me,3,2011
41920,Brian McKnight,More Than Words,1,2013
41989,Brian Setzer,Rockabilly Riot! All Original,1,2014
42022,Brian Wilson,Brian Wilson Reimagines Gershwin,4,2010
42038,Brian Wilson,In The Key Of Disney,1,2011
42049,Brian Wilson,No Pier Pressure,2,2015
42128,Brick,Waiting On You,5,2014
42236,Bright Eyes,The People's Key,5,2011
42281,Bring Me The Horizon,There Is A Hell Believe Me Ive Seen It...,4,2010
42327,Britney Spears,B In The Mix: The Remixes: Vol. 2,2,2011
42449,Britney Spears,The Essential Britney Spears,1,2014
42556,Britt Nicole,Britt Nicole,1,2012
42581,BrockHampton,Saturation II,1,2017
42597,BrockHampton,Saturation III,2,2017
42612,BrockHampton,iridescence,3,2018
42648,Broken Bells,Meyrin Fields (EP),2,2011
42665,Broken Social Scene,Forgiveness Rock Record,4,2010
42679,Broken Social Scene,Hug Of Thunder,1,2017
42757,Broods,Broods (EP),1,2019
42769,Broods,Conscious,1,2016
42782,Broods,Evergreen,1,2014
42839,Brooke Fraser,Brutal Romantic,1,2015
42849,Brooke Fraser,Flags,1,2010
42894,Brooke Hyland,Brooke Hyland,1,2013
43144,Bros,Push,5,2013
43179,Brotha Lynch Hung,Coathanga Strangla,1,2011
43200,Brotha Lynch Hung,Dinner And A Movie,1,2010
43263,Brotha Lynch Hung,Mannibalector,1,2013
43301,Brotha Lynch Hung & C-BO,Blocc Movement,5,2016
43333,Brother Ali,All The Beauty In This Whole Life,1,2017
43348,Brother Ali,Mourning In America And Dreaming In Color,2,2012
43415,Brothers Osborne,Port Saint Joe,4,2018
43652,Bruce Hornsby And The Noisemakers,Bride Of The Noisemakers,1,2011
43690,Bruce Springsteen,American Beauty (EP),1,2014
43808,Bruce Springsteen,Springsteen On Broadway,2,2018
44044,Bruce Springsteen & The E Street Band,Chapter And Verse,7,2016
44169,Bryan & Katie Torwalt,Champion,1,2016
44182,Bryan & Katie Torwalt,Kingdom Come,1,2013
44218,Bryan Adams,Get Up,1,2015
44258,Bryan Adams,Tracks Of My Years,1,2014
44314,Bryan Ferry,Avonmore,1,2014
44378,Bryan Ferry,Olympia,2,2010
44401,Bryan Lanning,Us,1,2017
44415,Bryan Popin,I Got Out,1,2017
44467,Bryant Myers,La Oscuridad,1,2018
44481,Brynn Cartelli,The Voice: The Complete Season 14 Collection,1,2018
44570,Buck Owens,Big In Vegas,6,2015
44710,Buckcherry,All Night Long,6,2010
44735,Buckcherry,Fuck (EP),2,2014
44756,Buckcherry,Rock 'N' Roll,1,2016
44832,Bucky Covington,Good Guys,1,2012
44844,Bud & Travis,Bud & Travis...In Concert,4,2015
44885,Buddy Guy,Born To Play Guitar,2,2015
44947,Buddy Guy,Rhythm & Blues,6,2013
45000,Buddy Guy,The Blues Is Alive And Well,1,2018
45406,Building 429,Listen To The Sound,5,2011
45417,Building 429,Unashamed,1,2015
45427,Building 429,We Won't Be Shaken,4,2013
45469,Built To Spill,Untethered Moon,1,2015
45571,Bullet For My Valentine,Gravity,2,2018
45624,Bullet For My Valentine,Venom,4,2015
45699,Bun-B,Return Of The Trill,1,2018
45731,Bun-B,Trill O.G.: The Epilogue,2,2010
45791,Burn The Priest,Legion: XX,1,2018
45801,Burning Sensations,Burning Sensations,4,2015
45907,Bury Your Dead,Mosh N' Roll,1,2011
45941,Bush,Man On The Run,1,2014
45992,Bush,The Sea Of Memories,6,2011
46144,Butch Walker,Afraid Of Ghosts,1,2015
46168,Butch Walker,Peachtree Battle (EP),1,2013
46173,Butch Walker,Stay Gold,1,2016
46196,Butch Walker And The Black Widows,I Liked It Better When You Had No Heart,1,2018
46221,Butcher Babies,Goliath,1,2013
46232,Butcher Babies,Take It Like A Man,1,2015
46323,Byron Cage,Memoirs Of A Worshipper,1,2012
46365,C-BO,Enemy Of The State,6,2014
46396,C-BO,The Final Chapter,2,2014
46411,C-BO,The Mobfather,1,2015
46427,C-BO,Til' My Casket Drops,6,2014
46444,C-BO,West Coast Mafia,2,2014
46630,CHVRCHES,Every Open Eye,6,2015
46644,CHVRCHES,Love Is Dead,2,2018
46680,CNCO,CNCO,1,2018
46694,CNCO,Primera Cita,1,2016
46708,COIN,How Will You Know If You Never Try,1,2017
46718,CROW,Crow By Crow,4,2016
46772,CZARFACE / MF Doom,CZARFACE Meets Metal Face,1,2018
46788,Ca$h Out,Let's Get It,2,2014
46989,Cage The Elephant,Tell Me I'm Pretty,5,2015
47013,Cage The Elephant,Unpeeled,1,2017
47156,Caleb + Kelsey,Worship,1,2018
47166,Caleb Johnson,Testify,2,2014
47176,Calexico,Algiers,2,2012
47207,Calexico,Edge Of The Sun,1,2015
47239,Calibre 50,Contigo,1,2014
47252,Calibre 50,Grandes Exitos,1,2012
47272,Calibre 50,Historias de La Calle,1,2015
47286,California Breed,California Breed,1,2014
47348,Calum Scott,Only Human,6,2018
47575,Cam'ron & Vado,Gunz N' Butta,2,2011
47717,Camera Obscura,Desire Lines,1,2013
47740,Camerata Antonio Lucio (Francis),Vivaldi: The Four Seasons,1,2019
47773,Camila,Elypse,1,2014
47866,Canaan Smith,Bronco,7,2015
47897,Candice Glover,Music Speaks,4,2014
47919,Candlebox,Disappearing In Airports,1,2016
47943,Candlebox,Love Stories & Other Musings,1,2012
48162,Cannibal Corpse,Red Before Black,1,2017
48174,Cannibal Corpse,Skeletal Domain,2,2014
48186,Cannibal Corpse,Torture,2,2012
48314,Canon,Mad Haven,1,2013
48362,Capital Kings,Capital Kings,1,2013
48507,Car Seat Headrest,Teens Of Denial,1,2016
48519,Car Seat Headrest,Twin Fantasy,1,2018
48547,Carbon Leaf,Nothing Rhymes With Woman,1,2016
48559,Carcass,Surgical Steel,2,2013
48592,Caribou,Our Love,2,2014
48602,Caribou,Swim,2,2010
48682,Carl Thomas,Conquer,1,2011
48850,Carlos Vives,Corazon Profundo,3,2013
48878,Carly Pearce,Every Little Thing,2,2017
49212,Carman,No Plan B,1,2017
49227,Carnage,Papi Gordo,1,2015
49252,Carnifex,Die Without Hope,1,2014
49262,Carnifex,Slow Death,1,2016
49483,Carole King,The Legendary Demos,3,2012
49577,Carolina Chocolate Drops,Genuine Negro Jig,1,2010
49589,Carolina Chocolate Drops,Leaving Eden,3,2012
49639,Carolyne Mas,Carolyne Mas,3,2018
50039,Cartel,Cartel,5,2014
50063,Cartel,Collider,1,2013
50123,Case,Case,6,2013
50167,Case/Lang/Veirs,Case/Lang/Veirs,3,2016
50181,Casey Abrams,Casey Abrams,2,2012
50192,Casey Donahew,All Night Party,1,2016
50205,Casey J,The Truth,1,2015
50217,Casey James,Casey James,4,2012
50228,Casey Veggies,Live & Grow,1,2015
50241,Cash Cash,"Blood, Sweat & 3 Years",1,2016
50260,Cashmere Cat,9,1,2017
50281,Cassadee Pope,Summer EP,1,2016
50285,Cassadee Pope,The Voice: The Complete Season 3 Collection,3,2012
50310,Cassandra Wilson,Coming Forth By Day,1,2015
50370,Cassidy,C.A.S.H.,1,2010
50473,Casting Crowns,Glorious Day: Hymns Of Faith,5,2015
50485,Casting Crowns,It's Finally Christmas (EP),2,2017
50502,Casting Crowns,Only Jesus,3,2018
50582,Casting Crowns,Until The Whole World Hears...Live (EP),1,2010
50642,Cat Power,Wanderer,1,2018
50810,Catfish And The Bottlemen,The Balcony,1,2014
50821,Catfish And The Bottlemen,The Ride,1,2016
50842,Cattle Decapitation,The Anthropocene Extinction,1,2015
50864,Cavalera Conspiracy,Blunt Force Trauma,1,2011
50891,Cavalera Conspiracy,Pandemonium,1,2014
50926,Cavo,Thick As Thieves,1,2012
50996,CeCe Winans,Let Them Fall In Love,1,2017
51401,Celtic Thunder,Christmas/Celtic Thunder,4,2012
51427,Celtic Thunder,Mythology,5,2013
51440,Celtic Thunder,Storm,2,2011
51456,Celtic Thunder,The Very Best Of Celtic Thunder,1,2015
51476,Celtic Thunder,Voyage,5,2012
51543,Celtic Woman,Destiny,1,2016
51559,Celtic Woman,Emerald: Musical Gems,5,2014
51572,Celtic Woman,Lullaby,3,2011
51615,Celtic Woman Featuring The Orchestra Of Ireland,Voices Of Angels,1,2016
51640,Ces Cru,13 (EP),1,2012
51648,Ces Cru,Catastrophic Event Specialists,1,2017
51668,Ces Cru,Codename: Ego Stripper,1,2014
51686,Ces Cru,Constant Energy Struggles,1,2013
51743,Chad & Jeremy,More Chad & Jeremy,4,2018
51798,Chairlift,Something,1,2012
52146,Chante Moore,Moore Is More,1,2013
52212,Charles Bradley,Changes,1,2016
52223,Charles Bradley,Victim Of Love,1,2013
52252,Charles Jenkins & Fellowship Chicago,Any Given Sunday,2,2015
52265,Charles Jenkins & Fellowship Chicago,The Best Of Both Worlds,3,2012
52278,Charles Kelley,The Driver,2,2016
52479,Charli XCX,Number 1 Angel,1,2017
52633,Charlie Rich,Charlie Rich Sings The Songs Of Hank Williams & Others,4,2014
52747,Charlie Wilson,Forever Charlie,7,2015
52759,Charlie Wilson,In It To Win It,6,2017
52806,Charlie Worsham,Rubberband,1,2013
52817,Charlie Zaa,De Bohemia,1,2011
52827,Charlie Zaa,Sentimientos,2,2012
52994,Chase Rice,Lambs & Lions,1,2017
53004,Chase Rice,Ready Set Roll (EP),4,2014
53031,Chayanne,En Todo Estare,4,2014
53083,Cheap Trick,Bang Zoom Crazy...Hello,3,2016
53255,Cheap Trick,We're All Alright!,1,2017
53363,Chelsea Grin,Ashes To Ashes,2,2014
53378,Chelsea Grin,Eternal Nightmare,1,2018
53389,Chelsea Grin,Evolve (EP),1,2012
53394,Chelsea Grin,My Damnation,1,2011
53404,Chelsea Grin,Self Inflicted,1,2017
53417,Chelsea Wolfe,Abyss,1,2016
53433,Chelsea Wolfe,Hiss Spun,1,2017
53445,Chely Wright,I Am The Rain,1,2016
53468,Chely Wright,Lifted Off The Ground,1,2010
53574,Cher,Dancing Queen,5,2018
53667,Cher,Live: The Farewell Tour,6,2019
53683,Cher,Stars,7,2010
53703,Cher Lloyd,Sorry I'm Late,4,2014
53798,Cherub,Year Of The Caprese,1,2014
54040,Chet Faker,Built On Glass,1,2014
54053,Chevelle,12 Bloody Spies: B-Sides And Rarities,1,2018
54097,Chevelle,Stray Arrows: A Collection Of Favorites,1,2012
54109,Chevelle,The North Corridor,4,2016
54545,Chicago,Now: Chicago XXXVI,1,2012
54682,Chickenfoot,Best + Live,1,2017
54718,Chickenfoot,Chickenfoot III,6,2011
54778,Chiddy Bang,Breakfast,5,2012
54792,Chiddy Bang,The Preview,1,2010
54801,Chief Keef,"Bang 3, Pt. 2",1,2015
54815,Chief Keef,Dedication,1,2017
54889,Childish Gambino,Kauai (EP),6,2014
54916,Children Of Bodom,Halo Of Blood,1,2013
54926,Children Of Bodom,I Worship Chaos,1,2015
54939,Children Of Bodom,"Relentless, Reckless Forever",2,2011
55007,Chimaira,Age Of Hell,1,2011
55029,Chimaira,Crown Of Phantoms,1,2013
55186,Chino & Nacho,Supremo,1,2011
55197,Chinx,Legends Never Die,1,2016
55211,Chinx,Welcome To JFK,2,2015
55251,Chiodos,Devil,2,2014
55264,Chiodos,Illuminaudio,2,2010
55276,Chiquis Rivera,Ahora,1,2015
55290,Chloe X Halle,The Kids Are Alright,1,2018
55343,Chon,Grow,1,2015
55355,Chon,Homey,1,2017
55368,Chris August,No Far Away,4,2010
55379,Chris August,The Upside Of Down,1,2012
55393,Chris Blue,The Voice: The Complete Season 12 Collection,1,2017
55431,Chris Botti,Impressions,6,2012
55659,Chris Cagle,Back In The Saddle,6,2012
55719,Chris Cornell,Chris Cornell (4 CD),1,2018
55770,Chris Cornell,Higher Truth,6,2015
55787,Chris Cornell,Songbook,4,2011
55870,Chris Isaak,Chris Isaak Christmas,6,2017
55887,Chris Isaak,First Comes The Night,1,2015
55928,Chris Isaak,Mr. Lucky,6,2014
55969,Chris Jamison,The Voice: The Complete Season 7 Collection,1,2015
55981,Chris Janson,Buy Me A Boat,7,2015
55992,Chris Janson,Everybody,2,2017
56012,Chris Knight,Little Victories,1,2012
56023,Chris Lane,Girl Problems,2,2016
56035,Chris Lane,Laps Around The Sun,1,2018
56134,Chris Mann,Roads,3,2012
56194,Chris Rene,I'm Right Here (EP),2,2012
56227,Chris Robinson Brotherhood,Big Moon Ritual,1,2012
56234,Chris Robinson Brotherhood,Phosphorescent Harvest,1,2014
56244,Chris Robinson Brotherhood,The Magic Door,1,2012
